ID	ProcessClassPhaseParameter_ID	Phase_ID	Name	Description	TagAddress	MaterialTagAddress	MaterialNameTagAddress	MaterialCodeTagAddress	MaterialSupplier1TagAddress	MaterialSupplier2TagAddress	LastSaved	ConfiguredBy
226	1144	1205	L0130_ManAdd_TargetAmount	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2022-09-27 11:46:55.343	TPMDB
227	1145	1205	L0130_ManAdd_MaterialID	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2022-09-27 11:46:55.343	TPMDB
228	1143	1207	L0131_Prod_TargetAmount	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2022-09-27 11:47:08.250	TPMDB
229	1144	1208	L0131_ManAdd_TargetAmount	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2022-09-27 11:47:08.250	TPMDB
230	1145	1208	L0131_ManAdd_MaterialID	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2022-09-27 11:47:08.250	TPMDB
231	1146	1217	L1701_ManAdd_2_MaterialID	Metrial ID	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:30:19.670	TPMDB
232	1146	1218	L1702_ManAdd_2_MaterialID	Metrial ID	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:30:19.670	TPMDB
233	1146	1219	L1703_ManAdd_2_MaterialID	Metrial ID	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:30:19.670	TPMDB
234	1146	1220	L1704_ManAdd_2_MaterialID	Metrial ID	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:30:19.670	TPMDB
235	1146	1221	L1705_ManAdd_2_MaterialID	Metrial ID	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:30:19.687	TPMDB
236	1146	1222	L1706_ManAdd_2_MaterialID	Metrial ID	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:30:19.687	TPMDB
237	1147	1217	L1701_ManAdd_2_TargetAmount	TargetAmount	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:36:59.780	TPMDB
238	1147	1218	L1702_ManAdd_2_TargetAmount	TargetAmount	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:36:59.780	TPMDB
239	1147	1219	L1703_ManAdd_2_TargetAmount	TargetAmount	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:36:59.780	TPMDB
240	1147	1220	L1704_ManAdd_2_TargetAmount	TargetAmount	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:36:59.780	TPMDB
241	1147	1221	L1705_ManAdd_2_TargetAmount	TargetAmount	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:36:59.780	TPMDB
242	1147	1222	L1706_ManAdd_2_TargetAmount	TargetAmount	NULL	NULL	NULL	NULL	NULL	NULL	2023-01-23 17:36:59.780	TPMDB
