ID	Recipe_RID	Recipe_Version	TPIBK_StepType_ID	ProcessClassPhase_ID	Step	UserString	RecipeEquipmentTransition_Data_ID	NextStep	Allocation_Type_ID	LateBinding	Material_ID	ProcessClass_ID
643	BatchTanks_CommPLC	13	2	68	18		NULL	NULL	0	0	51	346
644	BatchTanks_CommPLC	13	9	NULL	50		NULL	NULL	0	0	NULL	344
645	BatchTanks_CommPLC	13	9	NULL	55		NULL	NULL	0	0	NULL	345
646	BatchTanks_CommPLC	13	9	NULL	60		NULL	NULL	0	0	NULL	346
647	BatchTanks_CommPLC	13	1	128	19		NULL	NULL	0	0	52	340
648	BatchTanks_CommPLC	13	8	NULL	10		NULL	NULL	0	0	NULL	347
649	BatchTanks_CommPLC	13	8	NULL	11		NULL	NULL	0	0	NULL	348
650	BatchTanks_CommPLC	13	8	NULL	12		NULL	NULL	0	0	NULL	349
651	BatchTanks_CommPLC	13	9	NULL	31		NULL	NULL	0	0	NULL	347
652	BatchTanks_CommPLC	13	9	NULL	32		NULL	NULL	0	0	NULL	348
653	BatchTanks_CommPLC	13	9	NULL	33		NULL	NULL	0	0	NULL	349
654	BatchTanks_CommPLC	13	8	NULL	13		NULL	NULL	0	0	NULL	340
655	BatchTanks_CommPLC	13	9	NULL	65		NULL	NULL	0	0	NULL	340
656	BatchTanks_CommPLC	13	2	60	24		NULL	NULL	0	0	51	349
657	BatchTanks_CommPLC	13	2	62	23		NULL	NULL	0	0	51	348
658	BatchTanks_CommPLC	13	8	NULL	14		NULL	NULL	0	0	NULL	350
659	BatchTanks_CommPLC	13	9	NULL	70		NULL	NULL	0	0	NULL	350
660	BatchTanks_CommPLC	13	8	NULL	22		NULL	NULL	0	0	NULL	351
661	BatchTanks_CommPLC	13	9	NULL	75		NULL	NULL	0	0	NULL	351
662	BatchTanks_CommPLC	13	2	57	25		NULL	NULL	0	0	39	350
663	Fructose_Recipe	1	8	NULL	5		NULL	NULL	0	0	NULL	352
664	Fructose_Recipe	1	8	NULL	10		NULL	NULL	0	0	NULL	355
665	Fructose_Recipe	1	2	44	15		NULL	NULL	0	0	37	355
666	Fructose_Recipe	1	8	NULL	20		NULL	NULL	0	0	NULL	354
667	Fructose_Recipe	1	2	51	25		NULL	NULL	0	0	63	354
668	Fructose_Recipe	1	2	52	30		NULL	NULL	0	0	NULL	354
669	Fructose_Recipe	1	4	44	35		NULL	NULL	0	0	37	355
670	Fructose_Recipe	1	9	NULL	40		NULL	NULL	0	0	NULL	355
671	Fructose_Recipe	1	8	NULL	45		NULL	NULL	0	0	NULL	353
672	Fructose_Recipe	1	1	54	50		NULL	NULL	0	0	44	354
673	Fructose_Recipe	1	9	NULL	55		NULL	NULL	0	0	NULL	353
674	Fructose_Recipe	1	2	147	60		NULL	NULL	0	0	NULL	352
675	Fructose_Recipe	1	3	52	65		NULL	NULL	0	0	NULL	354
676	Fructose_Recipe	1	1	36	70		NULL	NULL	0	0	NULL	352
677	Fructose_Recipe	1	3	52	75		NULL	NULL	0	0	NULL	354
678	Fructose_Recipe	1	9	NULL	80		NULL	NULL	0	0	NULL	354
679	Fructose_Recipe	1	9	NULL	85		NULL	NULL	0	0	NULL	352
681	Fructose_Recipe	2	8	NULL	5		NULL	NULL	0	0	NULL	356
682	Fructose_Recipe	2	8	NULL	10		NULL	NULL	0	0	NULL	359
683	Fructose_Recipe	2	2	44	15		NULL	NULL	0	0	37	359
684	Fructose_Recipe	2	8	NULL	20		NULL	NULL	0	0	NULL	358
685	Fructose_Recipe	2	2	51	25		NULL	NULL	0	0	63	358
686	Fructose_Recipe	2	2	52	30		NULL	NULL	0	0	NULL	358
687	Fructose_Recipe	2	4	44	35		NULL	NULL	0	0	37	359
688	Fructose_Recipe	2	9	NULL	40		NULL	NULL	0	0	NULL	359
689	Fructose_Recipe	2	8	NULL	45		NULL	NULL	0	0	NULL	357
690	Fructose_Recipe	2	1	54	50		NULL	NULL	0	0	44	358
691	Fructose_Recipe	2	9	NULL	55		NULL	NULL	0	0	NULL	357
692	Fructose_Recipe	2	2	147	60		NULL	NULL	0	0	NULL	356
693	Fructose_Recipe	2	3	52	65		NULL	NULL	0	0	NULL	358
694	Fructose_Recipe	2	1	36	70		NULL	NULL	0	0	NULL	356
695	Fructose_Recipe	2	3	51	75		NULL	NULL	0	0	40	358
696	Fructose_Recipe	2	9	NULL	80		NULL	NULL	0	0	NULL	358
697	Fructose_Recipe	2	9	NULL	85		NULL	NULL	0	0	NULL	356
698	Fructose_Recipe	3	8	NULL	5		NULL	NULL	0	0	NULL	360
699	Fructose_Recipe	3	8	NULL	10		NULL	NULL	0	0	NULL	363
700	Fructose_Recipe	3	2	44	15		NULL	NULL	0	0	37	363
701	Fructose_Recipe	3	8	NULL	20		NULL	NULL	0	0	NULL	362
702	Fructose_Recipe	3	2	51	25		NULL	NULL	0	0	63	362
703	Fructose_Recipe	3	2	52	30		NULL	NULL	0	0	NULL	362
704	Fructose_Recipe	3	4	44	35		NULL	NULL	0	0	37	363
705	Fructose_Recipe	3	9	NULL	40		NULL	NULL	0	0	NULL	363
706	Fructose_Recipe	3	8	NULL	45		NULL	NULL	0	0	NULL	361
707	Fructose_Recipe	3	1	54	50		NULL	NULL	0	0	44	362
708	Fructose_Recipe	3	9	NULL	55		NULL	NULL	0	0	NULL	361
709	Fructose_Recipe	3	2	147	60		NULL	NULL	0	0	NULL	360
710	Fructose_Recipe	3	3	52	65		NULL	NULL	0	0	NULL	362
711	Fructose_Recipe	3	1	36	70		NULL	NULL	0	0	NULL	360
712	Fructose_Recipe	3	3	51	75		NULL	NULL	0	0	40	362
713	Fructose_Recipe	3	9	NULL	80		NULL	NULL	0	0	NULL	362
714	Fructose_Recipe	3	9	NULL	85		NULL	NULL	0	0	NULL	360
715	Fructose_Recipe	3	10	NULL	72		1	712	0	0	NULL	360
716	Fructose_Recipe	3	10	NULL	73		2	713	0	0	NULL	360
717	BT_FullRec_Test	1	8	NULL	5		NULL	NULL	0	0	NULL	364
718	BT_FullRec_Test	1	2	26	10		NULL	NULL	0	0	NULL	364
719	BT_FullRec_Test	1	5	28	15		NULL	NULL	0	0	NULL	364
722	BT_FullRec_Test	1	8	NULL	20		NULL	NULL	0	0	NULL	375
723	BT_FullRec_Test	1	2	68	25		NULL	NULL	0	0	52	375
725	BT_FullRec_Test	1	8	NULL	35		NULL	NULL	0	0	NULL	373
726	BT_FullRec_Test	1	8	NULL	40		NULL	NULL	0	0	NULL	374
727	BT_FullRec_Test	1	7	NULL	45	Confirm_to_Start	NULL	NULL	0	0	NULL	NULL
728	BT_FullRec_Test	1	2	18	50		NULL	NULL	0	0	44	374
729	BT_FullRec_Test	1	8	NULL	55		NULL	NULL	0	0	NULL	370
730	BT_FullRec_Test	1	8	NULL	60		NULL	NULL	0	0	NULL	371
731	BT_FullRec_Test	1	7	NULL	65	Start_Sucrose_Add	NULL	NULL	0	0	NULL	NULL
732	BT_FullRec_Test	1	2	55	70		NULL	NULL	0	0	63	371
733	BT_FullRec_Test	1	8	NULL	75		NULL	NULL	0	0	NULL	365
735	BT_FullRec_Test	1	8	NULL	80		NULL	NULL	0	0	NULL	376
736	BT_FullRec_Test	1	2	70	85		NULL	NULL	0	0	40	365
737	BT_FullRec_Test	1	2	44	90		NULL	NULL	0	0	37	376
739	BT_FullRec_Test	1	2	71	95		NULL	NULL	0	0	NULL	365
740	BT_FullRec_Test	1	1	73	100		NULL	NULL	0	0	46	365
741	BT_FullRec_Test	1	3	71	105		NULL	NULL	0	0	NULL	365
742	BT_FullRec_Test	1	3	70	110		NULL	NULL	0	0	52	365
743	BT_FullRec_Test	1	3	44	115		NULL	NULL	0	0	37	376
744	BT_FullRec_Test	1	9	NULL	120		NULL	NULL	0	0	NULL	376
745	BT_FullRec_Test	1	8	NULL	125		NULL	NULL	0	0	NULL	366
748	BT_FullRec_Test	1	8	NULL	135		NULL	NULL	0	0	NULL	368
749	BT_FullRec_Test	1	8	NULL	140		NULL	NULL	0	0	NULL	369
750	BT_FullRec_Test	1	7	NULL	145	Start_LD_Add	NULL	NULL	0	0	NULL	NULL
751	BT_FullRec_Test	1	2	57	150		NULL	NULL	0	0	42	366
752	BT_FullRec_Test	1	1	59	155		NULL	NULL	0	0	42	366
753	BT_FullRec_Test	1	1	59	160		NULL	NULL	0	0	50	366
755	BT_FullRec_Test	1	3	57	165		NULL	NULL	0	0	50	366
759	BT_FullRec_Test	1	8	NULL	185		NULL	NULL	0	0	NULL	372
760	BT_FullRec_Test	1	7	NULL	190	Start_Tea_Add	NULL	NULL	0	0	NULL	NULL
761	BT_FullRec_Test	1	1	128	195		NULL	NULL	0	0	64	372
762	BT_FullRec_Test	1	4	128	200		NULL	NULL	0	0	64	372
763	BT_FullRec_Test	1	9	NULL	205		NULL	NULL	0	0	NULL	372
764	BT_FullRec_Test	1	4	57	210		NULL	NULL	0	0	40	366
765	BT_FullRec_Test	1	9	NULL	215		NULL	NULL	0	0	NULL	366
766	BT_FullRec_Test	1	9	NULL	220		NULL	NULL	0	0	NULL	368
767	BT_FullRec_Test	1	9	NULL	225		NULL	NULL	0	0	NULL	369
768	BT_FullRec_Test	1	4	55	230		NULL	NULL	0	0	40	371
769	BT_FullRec_Test	1	9	NULL	235		NULL	NULL	0	0	NULL	371
770	BT_FullRec_Test	1	9	NULL	240		NULL	NULL	0	0	NULL	370
771	BT_FullRec_Test	1	4	18	245		NULL	NULL	0	0	40	374
772	BT_FullRec_Test	1	9	NULL	250		NULL	NULL	0	0	NULL	374
773	BT_FullRec_Test	1	9	NULL	255		NULL	NULL	0	0	NULL	373
774	BT_FullRec_Test	1	4	68	260		NULL	NULL	0	0	40	375
775	BT_FullRec_Test	1	7	NULL	265	Final_Water_Add	NULL	NULL	0	0	NULL	NULL
777	BT_FullRec_Test	1	1	68	270		NULL	NULL	0	0	52	375
778	BT_FullRec_Test	1	1	31	275		NULL	NULL	0	0	NULL	364
779	BT_FullRec_Test	1	1	29	280		NULL	NULL	0	0	NULL	364
780	BT_FullRec_Test	1	9	NULL	285		NULL	NULL	0	0	NULL	365
781	BT_FullRec_Test	1	9	NULL	290		NULL	NULL	0	0	NULL	375
782	BT_FullRec_Test	1	9	NULL	295		NULL	NULL	0	0	NULL	364
783	BT_FullRec_Test	2	8	NULL	5		NULL	NULL	0	0	NULL	377
784	BT_FullRec_Test	2	2	26	10		NULL	NULL	0	0	NULL	377
785	BT_FullRec_Test	2	5	28	15		NULL	NULL	0	0	NULL	377
786	BT_FullRec_Test	2	8	NULL	20		NULL	NULL	0	0	NULL	388
787	BT_FullRec_Test	2	2	68	25		NULL	NULL	0	0	52	388
788	BT_FullRec_Test	2	8	NULL	35		NULL	NULL	0	0	NULL	386
789	BT_FullRec_Test	2	8	NULL	40		NULL	NULL	0	0	NULL	387
790	BT_FullRec_Test	2	7	NULL	45	Confirm_to_Start	NULL	NULL	0	0	NULL	NULL
791	BT_FullRec_Test	2	2	18	50		NULL	NULL	0	0	44	387
792	BT_FullRec_Test	2	8	NULL	55		NULL	NULL	0	0	NULL	383
793	BT_FullRec_Test	2	8	NULL	60		NULL	NULL	0	0	NULL	384
794	BT_FullRec_Test	2	7	NULL	65	Start_Sucrose_Add	NULL	NULL	0	0	NULL	NULL
795	BT_FullRec_Test	2	2	55	70		NULL	NULL	0	0	63	384
796	BT_FullRec_Test	2	8	NULL	75		NULL	NULL	0	0	NULL	378
797	BT_FullRec_Test	2	8	NULL	80		NULL	NULL	0	0	NULL	389
798	BT_FullRec_Test	2	2	70	85		NULL	NULL	0	0	40	378
799	BT_FullRec_Test	2	2	44	90		NULL	NULL	0	0	37	389
800	BT_FullRec_Test	2	2	71	95		NULL	NULL	0	0	NULL	378
801	BT_FullRec_Test	2	1	73	100		NULL	NULL	0	0	46	378
802	BT_FullRec_Test	2	3	71	105		NULL	NULL	0	0	NULL	378
803	BT_FullRec_Test	2	3	70	110		NULL	NULL	0	0	52	378
804	BT_FullRec_Test	2	3	44	115		NULL	NULL	0	0	37	389
805	BT_FullRec_Test	2	9	NULL	120		NULL	NULL	0	0	NULL	389
806	BT_FullRec_Test	2	8	NULL	125		NULL	NULL	0	0	NULL	379
807	BT_FullRec_Test	2	8	NULL	135		NULL	NULL	0	0	NULL	381
808	BT_FullRec_Test	2	8	NULL	140		NULL	NULL	0	0	NULL	382
809	BT_FullRec_Test	2	7	NULL	145	Start_LD_Add	NULL	NULL	0	0	NULL	NULL
810	BT_FullRec_Test	2	2	57	150		NULL	NULL	0	0	42	379
811	BT_FullRec_Test	2	1	59	155		NULL	NULL	0	0	42	379
812	BT_FullRec_Test	2	1	59	160		NULL	NULL	0	0	50	379
813	BT_FullRec_Test	2	3	57	165		NULL	NULL	0	0	50	379
814	BT_FullRec_Test	2	8	NULL	185		NULL	NULL	0	0	NULL	385
815	BT_FullRec_Test	2	7	NULL	190	Start_Tea_Add	NULL	NULL	0	0	NULL	NULL
816	BT_FullRec_Test	2	1	128	195		NULL	NULL	0	0	64	385
817	BT_FullRec_Test	2	4	128	200		NULL	NULL	0	0	64	385
818	BT_FullRec_Test	2	9	NULL	205		NULL	NULL	0	0	NULL	385
819	BT_FullRec_Test	2	4	57	210		NULL	NULL	0	0	40	379
820	BT_FullRec_Test	2	9	NULL	215		NULL	NULL	0	0	NULL	379
821	BT_FullRec_Test	2	9	NULL	220		NULL	NULL	0	0	NULL	381
822	BT_FullRec_Test	2	9	NULL	225		NULL	NULL	0	0	NULL	382
823	BT_FullRec_Test	2	4	55	230		NULL	NULL	0	0	40	384
824	BT_FullRec_Test	2	9	NULL	235		NULL	NULL	0	0	NULL	384
825	BT_FullRec_Test	2	9	NULL	240		NULL	NULL	0	0	NULL	383
826	BT_FullRec_Test	2	4	18	245		NULL	NULL	0	0	40	387
827	BT_FullRec_Test	2	9	NULL	250		NULL	NULL	0	0	NULL	387
828	BT_FullRec_Test	2	9	NULL	255		NULL	NULL	0	0	NULL	386
829	BT_FullRec_Test	2	4	68	260		NULL	NULL	0	0	40	388
830	BT_FullRec_Test	2	7	NULL	265	Final_Water_Add	NULL	NULL	0	0	NULL	NULL
831	BT_FullRec_Test	2	1	68	270		NULL	NULL	0	0	52	388
832	BT_FullRec_Test	2	1	31	275		NULL	NULL	0	0	NULL	377
833	BT_FullRec_Test	2	1	29	280		NULL	NULL	0	0	NULL	377
834	BT_FullRec_Test	2	9	NULL	285		NULL	NULL	0	0	NULL	378
835	BT_FullRec_Test	2	9	NULL	290		NULL	NULL	0	0	NULL	388
836	BT_FullRec_Test	2	9	NULL	295		NULL	NULL	0	0	NULL	377
837	FS_Test	1	8	NULL	5		NULL	NULL	0	0	NULL	390
838	FS_Test	1	2	25	10		NULL	NULL	0	0	NULL	390
839	FS_Test	1	5	28	15		NULL	NULL	0	0	NULL	390
840	FS_Test	1	8	NULL	20		NULL	NULL	0	0	NULL	400
841	FS_Test	1	2	68	25		NULL	NULL	0	0	52	400
842	FS_Test	1	8	NULL	35		NULL	NULL	0	0	NULL	398
843	FS_Test	1	8	NULL	40		NULL	NULL	0	0	NULL	399
844	FS_Test	1	7	NULL	45	Confirm_to_Start	NULL	NULL	0	0	NULL	NULL
845	FS_Test	1	2	18	50		NULL	NULL	0	0	44	399
846	FS_Test	1	8	NULL	55		NULL	NULL	0	0	NULL	395
847	FS_Test	1	8	NULL	60		NULL	NULL	0	0	NULL	396
848	FS_Test	1	7	NULL	65	Start_Sucrose_Add	NULL	NULL	0	0	NULL	NULL
849	FS_Test	1	2	55	70		NULL	NULL	0	0	63	396
850	FS_Test	1	8	NULL	75		NULL	NULL	0	0	NULL	391
851	FS_Test	1	8	NULL	80		NULL	NULL	0	0	NULL	401
852	FS_Test	1	2	70	85		NULL	NULL	0	0	40	391
853	FS_Test	1	2	44	90		NULL	NULL	0	0	37	401
854	FS_Test	1	2	71	95		NULL	NULL	0	0	NULL	391
855	FS_Test	1	1	73	100		NULL	NULL	0	0	46	391
856	FS_Test	1	3	71	105		NULL	NULL	0	0	NULL	391
857	FS_Test	1	3	70	110		NULL	NULL	0	0	52	391
858	FS_Test	1	3	44	115		NULL	NULL	0	0	37	401
859	FS_Test	1	9	NULL	120		NULL	NULL	0	0	NULL	401
860	FS_Test	1	8	NULL	125		NULL	NULL	0	0	NULL	392
861	FS_Test	1	8	NULL	135		NULL	NULL	0	0	NULL	393
862	FS_Test	1	8	NULL	140		NULL	NULL	0	0	NULL	394
863	FS_Test	1	7	NULL	145	Start_LD_Add	NULL	NULL	0	0	NULL	NULL
864	FS_Test	1	2	57	150		NULL	NULL	0	0	42	392
865	FS_Test	1	1	59	155		NULL	NULL	0	0	42	392
866	FS_Test	1	1	59	160		NULL	NULL	0	0	50	392
867	FS_Test	1	3	57	165		NULL	NULL	0	0	50	392
868	FS_Test	1	8	NULL	185		NULL	NULL	0	0	NULL	397
869	FS_Test	1	7	NULL	190	Start_Tea_Add	NULL	NULL	0	0	NULL	NULL
870	FS_Test	1	1	128	195		NULL	NULL	0	0	64	397
871	FS_Test	1	4	128	200		NULL	NULL	0	0	64	397
872	FS_Test	1	9	NULL	205		NULL	NULL	0	0	NULL	397
873	FS_Test	1	4	57	210		NULL	NULL	0	0	40	392
874	FS_Test	1	9	NULL	215		NULL	NULL	0	0	NULL	392
875	FS_Test	1	9	NULL	220		NULL	NULL	0	0	NULL	393
876	FS_Test	1	9	NULL	225		NULL	NULL	0	0	NULL	394
877	FS_Test	1	4	55	230		NULL	NULL	0	0	40	396
878	FS_Test	1	9	NULL	235		NULL	NULL	0	0	NULL	396
879	FS_Test	1	9	NULL	240		NULL	NULL	0	0	NULL	395
880	FS_Test	1	4	18	245		NULL	NULL	0	0	40	399
881	FS_Test	1	9	NULL	250		NULL	NULL	0	0	NULL	399
882	FS_Test	1	9	NULL	255		NULL	NULL	0	0	NULL	398
883	FS_Test	1	4	68	260		NULL	NULL	0	0	40	400
884	FS_Test	1	7	NULL	265	Final_Water_Add	NULL	NULL	0	0	NULL	NULL
885	FS_Test	1	1	68	270		NULL	NULL	0	0	52	400
886	FS_Test	1	1	31	275		NULL	NULL	0	0	NULL	390
887	FS_Test	1	1	29	280		NULL	NULL	0	0	NULL	390
888	FS_Test	1	9	NULL	285		NULL	NULL	0	0	NULL	391
889	FS_Test	1	9	NULL	290		NULL	NULL	0	0	NULL	400
890	FS_Test	1	9	NULL	295		NULL	NULL	0	0	NULL	390
891	FS_Test	2	8	NULL	5		NULL	NULL	0	0	NULL	402
892	FS_Test	2	2	25	10		NULL	NULL	0	0	NULL	402
893	FS_Test	2	5	28	15		NULL	NULL	0	0	NULL	402
894	FS_Test	2	8	NULL	20		NULL	NULL	0	0	NULL	412
895	FS_Test	2	2	68	25		NULL	NULL	0	0	52	412
896	FS_Test	2	8	NULL	35		NULL	NULL	0	0	NULL	410
897	FS_Test	2	8	NULL	40		NULL	NULL	0	0	NULL	411
898	FS_Test	2	7	NULL	45	Confirm_to_Start	NULL	NULL	0	0	NULL	NULL
899	FS_Test	2	2	18	50		NULL	NULL	0	0	44	411
900	FS_Test	2	8	NULL	55		NULL	NULL	0	0	NULL	407
901	FS_Test	2	8	NULL	60		NULL	NULL	0	0	NULL	408
902	FS_Test	2	7	NULL	65	Start_Sucrose_Add	NULL	NULL	0	0	NULL	NULL
903	FS_Test	2	2	55	70		NULL	NULL	0	0	63	408
904	FS_Test	2	8	NULL	75		NULL	NULL	0	0	NULL	403
905	FS_Test	2	8	NULL	80		NULL	NULL	0	0	NULL	413
906	FS_Test	2	2	70	85		NULL	NULL	0	0	40	403
907	FS_Test	2	2	44	90		NULL	NULL	0	0	37	413
908	FS_Test	2	2	71	95		NULL	NULL	0	0	NULL	403
909	FS_Test	2	1	73	100		NULL	NULL	0	0	46	403
910	FS_Test	2	3	71	105		NULL	NULL	0	0	NULL	403
911	FS_Test	2	3	70	110		NULL	NULL	0	0	52	403
912	FS_Test	2	3	44	115		NULL	NULL	0	0	37	413
913	FS_Test	2	9	NULL	120		NULL	NULL	0	0	NULL	413
914	FS_Test	2	8	NULL	125		NULL	NULL	0	0	NULL	404
915	FS_Test	2	8	NULL	135		NULL	NULL	0	0	NULL	413
916	FS_Test	2	8	NULL	140		NULL	NULL	0	0	NULL	406
917	FS_Test	2	7	NULL	145	Start_LD_Add	NULL	NULL	0	0	NULL	NULL
918	FS_Test	2	2	57	150		NULL	NULL	0	0	42	404
919	FS_Test	2	1	59	155		NULL	NULL	0	0	42	404
920	FS_Test	2	1	59	160		NULL	NULL	0	0	50	404
921	FS_Test	2	3	57	165		NULL	NULL	0	0	50	404
922	FS_Test	2	8	NULL	185		NULL	NULL	0	0	NULL	409
923	FS_Test	2	7	NULL	190	Start_Tea_Add	NULL	NULL	0	0	NULL	NULL
924	FS_Test	2	1	128	195		NULL	NULL	0	0	64	409
925	FS_Test	2	4	128	200		NULL	NULL	0	0	64	409
926	FS_Test	2	9	NULL	205		NULL	NULL	0	0	NULL	409
927	FS_Test	2	4	57	210		NULL	NULL	0	0	40	404
928	FS_Test	2	9	NULL	215		NULL	NULL	0	0	NULL	404
929	FS_Test	2	9	NULL	220		NULL	NULL	0	0	NULL	413
930	FS_Test	2	9	NULL	225		NULL	NULL	0	0	NULL	406
931	FS_Test	2	4	55	230		NULL	NULL	0	0	40	408
932	FS_Test	2	9	NULL	235		NULL	NULL	0	0	NULL	408
933	FS_Test	2	9	NULL	240		NULL	NULL	0	0	NULL	407
934	FS_Test	2	4	18	245		NULL	NULL	0	0	40	411
935	FS_Test	2	9	NULL	250		NULL	NULL	0	0	NULL	411
936	FS_Test	2	9	NULL	255		NULL	NULL	0	0	NULL	410
937	FS_Test	2	4	68	260		NULL	NULL	0	0	40	412
938	FS_Test	2	7	NULL	265	Final_Water_Add	NULL	NULL	0	0	NULL	NULL
939	FS_Test	2	1	68	270		NULL	NULL	0	0	52	412
940	FS_Test	2	1	31	275		NULL	NULL	0	0	NULL	402
941	FS_Test	2	1	29	280		NULL	NULL	0	0	NULL	402
942	FS_Test	2	9	NULL	285		NULL	NULL	0	0	NULL	403
943	FS_Test	2	9	NULL	290		NULL	NULL	0	0	NULL	412
944	FS_Test	2	9	NULL	295		NULL	NULL	0	0	NULL	402
946	FS_Test	2	2	44	152		NULL	NULL	0	0	40	413
947	FS_Test	2	3	44	167		NULL	NULL	0	0	40	413
948	FS_Test	2	2	60	153		NULL	NULL	0	0	40	406
949	FS_Test	2	3	60	168		NULL	NULL	0	0	40	406
950	FS_Test	3	8	NULL	5		NULL	NULL	0	0	NULL	414
951	FS_Test	3	2	25	10		NULL	NULL	0	0	NULL	414
952	FS_Test	3	5	28	15		NULL	NULL	0	0	NULL	414
953	FS_Test	3	8	NULL	20		NULL	NULL	0	0	NULL	424
954	FS_Test	3	2	68	25		NULL	NULL	0	0	52	424
955	FS_Test	3	8	NULL	35		NULL	NULL	0	0	NULL	422
956	FS_Test	3	8	NULL	40		NULL	NULL	0	0	NULL	423
957	FS_Test	3	7	NULL	45	Confirm_to_Start	NULL	NULL	0	0	NULL	NULL
958	FS_Test	3	2	18	50		NULL	NULL	0	0	44	423
959	FS_Test	3	8	NULL	55		NULL	NULL	0	0	NULL	419
960	FS_Test	3	8	NULL	60		NULL	NULL	0	0	NULL	420
961	FS_Test	3	7	NULL	65	Start_Sucrose_Add	NULL	NULL	0	0	NULL	NULL
962	FS_Test	3	2	55	70		NULL	NULL	0	0	63	420
963	FS_Test	3	8	NULL	75		NULL	NULL	0	0	NULL	415
964	FS_Test	3	8	NULL	80		NULL	NULL	0	0	NULL	425
965	FS_Test	3	2	70	85		NULL	NULL	0	0	40	415
966	FS_Test	3	2	44	90		NULL	NULL	0	0	37	425
967	FS_Test	3	2	71	95		NULL	NULL	0	0	NULL	415
968	FS_Test	3	1	73	100		NULL	NULL	0	0	46	415
969	FS_Test	3	3	71	105		NULL	NULL	0	0	NULL	415
970	FS_Test	3	3	70	110		NULL	NULL	0	0	52	415
971	FS_Test	3	3	44	115		NULL	NULL	0	0	37	425
972	FS_Test	3	9	NULL	120		NULL	NULL	0	0	NULL	425
973	FS_Test	3	8	NULL	125		NULL	NULL	0	0	NULL	416
974	FS_Test	3	8	NULL	135		NULL	NULL	0	0	NULL	425
975	FS_Test	3	8	NULL	140		NULL	NULL	0	0	NULL	418
976	FS_Test	3	7	NULL	145	Start_LD_Add	NULL	NULL	0	0	NULL	NULL
977	FS_Test	3	2	57	150		NULL	NULL	0	0	42	416
978	FS_Test	3	1	59	155		NULL	NULL	0	0	42	416
979	FS_Test	3	1	59	160		NULL	NULL	0	0	50	416
980	FS_Test	3	3	57	165		NULL	NULL	0	0	50	416
981	FS_Test	3	8	NULL	185		NULL	NULL	0	0	NULL	421
982	FS_Test	3	7	NULL	190	Start_Tea_Add	NULL	NULL	0	0	NULL	NULL
983	FS_Test	3	1	128	195		NULL	NULL	0	0	64	421
984	FS_Test	3	4	128	200		NULL	NULL	0	0	64	421
985	FS_Test	3	9	NULL	205		NULL	NULL	0	0	NULL	421
986	FS_Test	3	4	57	210		NULL	NULL	0	0	40	416
987	FS_Test	3	9	NULL	215		NULL	NULL	0	0	NULL	416
988	FS_Test	3	9	NULL	220		NULL	NULL	0	0	NULL	425
989	FS_Test	3	9	NULL	225		NULL	NULL	0	0	NULL	418
990	FS_Test	3	4	55	230		NULL	NULL	0	0	40	420
991	FS_Test	3	9	NULL	235		NULL	NULL	0	0	NULL	420
992	FS_Test	3	9	NULL	240		NULL	NULL	0	0	NULL	419
993	FS_Test	3	4	18	245		NULL	NULL	0	0	40	423
994	FS_Test	3	9	NULL	250		NULL	NULL	0	0	NULL	423
995	FS_Test	3	9	NULL	255		NULL	NULL	0	0	NULL	422
996	FS_Test	3	4	68	260		NULL	NULL	0	0	40	424
997	FS_Test	3	7	NULL	265	Final_Water_Add	NULL	NULL	0	0	NULL	NULL
998	FS_Test	3	1	68	270		NULL	NULL	0	0	52	424
999	FS_Test	3	1	31	275		NULL	NULL	0	0	NULL	414
1000	FS_Test	3	1	29	280		NULL	NULL	0	0	NULL	414
1001	FS_Test	3	9	NULL	285		NULL	NULL	0	0	NULL	415
1002	FS_Test	3	9	NULL	290		NULL	NULL	0	0	NULL	424
1003	FS_Test	3	9	NULL	295		NULL	NULL	0	0	NULL	414
1004	FS_Test	3	2	44	152		NULL	NULL	0	0	40	425
1005	FS_Test	3	3	44	167		NULL	NULL	0	0	40	425
1006	FS_Test	3	2	60	153		NULL	NULL	0	0	40	418
1007	FS_Test	3	3	60	168		NULL	NULL	0	0	40	418
1008	FS_Test	4	8	NULL	5		NULL	NULL	0	0	NULL	426
1009	FS_Test	4	2	25	10		NULL	NULL	0	0	NULL	426
1010	FS_Test	4	5	28	15		NULL	NULL	0	0	NULL	426
1011	FS_Test	4	8	NULL	20		NULL	NULL	0	0	NULL	436
1012	FS_Test	4	2	68	25		NULL	NULL	0	0	52	436
1013	FS_Test	4	8	NULL	35		NULL	NULL	0	0	NULL	434
1014	FS_Test	4	8	NULL	40		NULL	NULL	0	0	NULL	435
1015	FS_Test	4	7	NULL	45	Confirm_to_Start	NULL	NULL	0	0	NULL	NULL
1016	FS_Test	4	2	18	50		NULL	NULL	0	0	44	435
1017	FS_Test	4	8	NULL	55		NULL	NULL	0	0	NULL	431
1018	FS_Test	4	8	NULL	60		NULL	NULL	0	0	NULL	432
1019	FS_Test	4	7	NULL	65	Start_Sucrose_Add	NULL	NULL	0	0	NULL	NULL
1020	FS_Test	4	2	55	70		NULL	NULL	0	0	63	432
1021	FS_Test	4	8	NULL	75		NULL	NULL	0	0	NULL	427
1022	FS_Test	4	8	NULL	80		NULL	NULL	0	0	NULL	437
1023	FS_Test	4	2	70	85		NULL	NULL	0	0	40	427
1024	FS_Test	4	2	44	90		NULL	NULL	0	0	37	437
